id,liquidity_tier,usd_size,input_mint,output_mint,amount,ours_status,ours_out,jup_restricted_status,jup_restricted_out,jup_unrestricted_status,jup_unrestricted_out,delta_bps_vs_restricted,delta_bps_vs_unrestricted,outcome_vs_restricted,ours_server_ms,ours_rtt_ms,jup_restricted_rtt_ms,jup_unrestricted_rtt_ms,jaccard_vs_restricted
sol-FVHEAQQf-10000usd-fwd,tail,10000,So11111111111111111111111111111111111111112,FVHEAQQfEGPfZbgCaqZiamVhPuZHxZU4vZb8eMjXr74j,62500000000,no_route,,ok,633785210967130880,ok,633785210967130880,,,ours_no_route,,57.298,104.693,104.217,
sol-FVHEAQQf-10000usd-rev,tail,10000,FVHEAQQfEGPfZbgCaqZiamVhPuZHxZU4vZb8eMjXr74j,So11111111111111111111111111111111111111112,1487699617496905728,no_route,,ok,26626057585,ok,26626057585,,,ours_no_route,,47.645,101.172,114.743,
sol-FVHEAQQf-100000usd-fwd,tail,100000,So11111111111111111111111111111111111111112,FVHEAQQfEGPfZbgCaqZiamVhPuZHxZU4vZb8eMjXr74j,625000000000,no_route,,ok,1029500775843534848,ok,1029500775843534848,,,ours_no_route,,54.907,108.298,106.257,
sol-FVHEAQQf-100000usd-rev,tail,100000,FVHEAQQfEGPfZbgCaqZiamVhPuZHxZU4vZb8eMjXr74j,So11111111111111111111111111111111111111112,14876996174969057280,no_route,,ok,43250531043,ok,43250531043,,,ours_no_route,,48.115,112.660,106.153,
usdc-kkptc1Au-0.1usd-fwd,tail,0.1,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,kkptc1AusxWNu6BTdWhUZxgMddrS2KDJFodZGB8G2bj,100000,no_route,,no_route,,no_route,,,,both_no_route,,77.072,106.447,131.516,
usdc-kkptc1Au-0.1usd-rev,tail,0.1,kkptc1AusxWNu6BTdWhUZxgMddrS2KDJFodZGB8G2bj,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1249466117,no_route,,no_route,,no_route,,,,both_no_route,,25.395,116.180,181.948,
usdc-kkptc1Au-1usd-fwd,tail,1,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,kkptc1AusxWNu6BTdWhUZxgMddrS2KDJFodZGB8G2bj,1000000,no_route,,no_route,,no_route,,,,both_no_route,,7.338,167.888,111.018,
usdc-kkptc1Au-1usd-rev,tail,1,kkptc1AusxWNu6BTdWhUZxgMddrS2KDJFodZGB8G2bj,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,12494661171,no_route,,no_route,,no_route,,,,both_no_route,,6.422,140.428,101.175,
usdc-kkptc1Au-10usd-fwd,tail,10,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,kkptc1AusxWNu6BTdWhUZxgMddrS2KDJFodZGB8G2bj,10000000,no_route,,no_route,,no_route,,,,both_no_route,,6.036,116.963,164.403,
usdc-kkptc1Au-10usd-rev,tail,10,kkptc1AusxWNu6BTdWhUZxgMddrS2KDJFodZGB8G2bj,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,124946611714,no_route,,no_route,,no_route,,,,both_no_route,,7.380,114.116,93.135,
usdc-kkptc1Au-100usd-fwd,tail,100,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,kkptc1AusxWNu6BTdWhUZxgMddrS2KDJFodZGB8G2bj,100000000,no_route,,no_route,,no_route,,,,both_no_route,,6.054,130.271,157.055,
usdc-kkptc1Au-100usd-rev,tail,100,kkptc1AusxWNu6BTdWhUZxgMddrS2KDJFodZGB8G2bj,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1249466117141,no_route,,no_route,,no_route,,,,both_no_route,,7.300,115.264,137.015,
usdc-kkptc1Au-1000usd-fwd,tail,1000,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,kkptc1AusxWNu6BTdWhUZxgMddrS2KDJFodZGB8G2bj,1000000000,no_route,,no_route,,no_route,,,,both_no_route,,7.257,114.627,123.944,
usdc-kkptc1Au-1000usd-rev,tail,1000,kkptc1AusxWNu6BTdWhUZxgMddrS2KDJFodZGB8G2bj,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,12494661171408,no_route,,no_route,,no_route,,,,both_no_route,,5.776,192.976,156.801,
usdc-kkptc1Au-10000usd-fwd,tail,10000,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,kkptc1AusxWNu6BTdWhUZxgMddrS2KDJFodZGB8G2bj,10000000000,no_route,,no_route,,no_route,,,,both_no_route,,8.828,180.972,100.183,
usdc-kkptc1Au-10000usd-rev,tail,10000,kkptc1AusxWNu6BTdWhUZxgMddrS2KDJFodZGB8G2bj,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,124946611714081,no_route,,no_route,,no_route,,,,both_no_route,,5.862,101.670,147.185,
usdc-kkptc1Au-100000usd-fwd,tail,100000,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,kkptc1AusxWNu6BTdWhUZxgMddrS2KDJFodZGB8G2bj,100000000000,no_route,,no_route,,no_route,,,,both_no_route,,6.918,116.479,108.712,
usdc-kkptc1Au-100000usd-rev,tail,100000,kkptc1AusxWNu6BTdWhUZxgMddrS2KDJFodZGB8G2bj,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1249466117140807,no_route,,no_route,,no_route,,,,both_no_route,,10.434,120.423,106.918,
